id,tweet_id,text,tag,date,partition
92,302323565863260160,еще одно видео со взрывом . <URL> #взрыв #метеорит #челябинск ,Related and informative,Fri Feb 15 07:48:49 +0000 2013,train
93,302324094341357568,latest reports : at least 100 people injured by glass shards from shattered windows in #chelyabinsk #asteroid explosion ,Related and informative,Fri Feb 15 07:50:55 +0000 2013,train
94,302324278920110081,"посаны , в декабре не смог вырваться , вот только сейчас освободился . #челябинск #метеорит #urales ",Not related,Fri Feb 15 07:51:39 +0000 2013,train
95,302325113561440256,possible meteor crash in eastern russia <URL> ,Related and informative,Fri Feb 15 07:54:58 +0000 2013,train
96,302325268780044288,"in soviet russia , earth hits you , meteorite - andreas jonson on g + #russianmeteor ",Related - but not informative,Fri Feb 15 07:55:35 +0000 2013,train
97,302325650457505792,not that i am prophesying doom or anything but . . . #meteor #armageddon https://t.co/thsklvgb ,Related - but not informative,Fri Feb 15 07:57:06 +0000 2013,train
98,302326728389431296,планета земля с помощью своей атмосферы способна защищаться от #метеорит ов подобно #челябинск ому . человек пока не способен противостоять ,Related and informative,Fri Feb 15 08:01:23 +0000 2013,train
99,302326921323220992,meteor creates fireball and large sonic boom over russia feb 15 2013 <USR> <URL> ,Related and informative,Fri Feb 15 08:02:09 +0000 2013,train
100,302327655309639681,появилось качественное видео падения объекта : <URL> #челябинск #челябинскийметеорит ,Not applicable,Fri Feb 15 08:05:04 +0000 2013,train
101,302327688872472576,"video : meteor shower explodes over central russia , injuring dozens and damaging buildings <URL> #russian . . . ",Related and informative,Fri Feb 15 08:05:12 +0000 2013,train
102,302327747588542464,"a meteor streaked across de sky above russia ' s ural mountains this morning , causing sharp explosions n injuring around 100 people #news ",Related and informative,Fri Feb 15 08:05:26 +0000 2013,train
103,302328011838074880,"а может и не метеор ? ! #урал , #челябинск , 13.02.2013 . <URL> ",Related and informative,Fri Feb 15 08:06:29 +0000 2013,train
104,302328049599406080,"#breaking : another video of #russianmeteor explosion with car sirens , breaking glass . <URL> <USR> ",Related and informative,Fri Feb 15 08:06:38 +0000 2013,train
105,302328414503841792,incredible caught on camera moment meteor hits in russia 2/14/2013 <URL> ,Related and informative,Fri Feb 15 08:08:05 +0000 2013,train
106,302328477422608386,<URL> #chelyabinsk looking for unique sort of neat information ? - ,Not related,Fri Feb 15 08:08:20 +0000 2013,train
107,302328963961868289,"after seeing the videos from russia of the sonic boom from the meteor , i ' m fairly certain that ' s similar to what caused the noho boom . ",Related and informative,Fri Feb 15 08:10:16 +0000 2013,train
108,302329404338630657,rt <USR> : another wow video of russian #meteor : <URL> ,Related and informative,Fri Feb 15 08:12:01 +0000 2013,train
109,302330176111509504,central russia hit by meteor shower <URL> shame it wasnt over north korea ! take that ! . . love mother nature ! ,Related and informative,Fri Feb 15 08:15:05 +0000 2013,train
110,302330419385348097,mental videos of the huge meteor shower over russia last night . crazy <URL> ,Related - but not informative,Fri Feb 15 08:16:03 +0000 2013,train
111,302331044319879168,stunning pics & video : reports of many injuries from meteor strike in russia ’ s ural mountains <URL> ,Related and informative,Fri Feb 15 08:18:32 +0000 2013,train
112,302331849617850369,huh ? wat n bericht . . . . dow jones : over 250 injured in meteor shower above central russia - official ,Related and informative,Fri Feb 15 08:21:44 +0000 2013,train
113,302332864651997184,что за #метеорит ваще ? ! ,Not related,Fri Feb 15 08:25:46 +0000 2013,train
114,302332940136898560,"сижу на зачете по матану , вдруг бабах россия24 цитирует дословно #метеорит ",Not related,Fri Feb 15 08:26:04 +0000 2013,train
115,302333044981891072,meteor strike in russia caught on film <URL> ( via <USR> ) ,Related - but not informative,Fri Feb 15 08:26:29 +0000 2013,train
116,302333338591576064,"video : meteor shower explodes over central russia , injuring dozens and damaging buildings <URL> #russian . . . ",Related and informative,Fri Feb 15 08:27:39 +0000 2013,train
117,302333611229732865,100 injured after meteorite crashes in russia - a meteor streaked across the sky over russia ' s ural mountains on fri . . . <URL> ,Related and informative,Fri Feb 15 08:28:44 +0000 2013,train
118,302333820936527872,"это просто кого - то чак норис отправил вертухой в россию #метеорит , #chelly , ",Not related,Fri Feb 15 08:29:34 +0000 2013,train
119,302334403974160384,мвд сообщает о 250 пострадавших в #челябинск . повреждены здания в шести городах . ,Related and informative,Fri Feb 15 08:31:53 +0000 2013,train
120,302334592713629696,at least 250 people injured in spectacular meteor shower in russia - interior ministry <URL> <URL> . . . ,Related and informative,Fri Feb 15 08:32:38 +0000 2013,train
121,302334609474084864,"dramatic cctv video : meteorite blast wave blows out doors , windows in #russia <URL> #russianmeteor #метеорит ",Related and informative,Fri Feb 15 08:32:42 +0000 2013,train
122,302335075037614080,insane meteor footage from russia . <URL> ,Related and informative,Fri Feb 15 08:34:33 +0000 2013,train
123,302335783883403264,хахахах жириновский отжег ! ! какие нах метеориты ? ! ! это американцы новое оружие испытывают ! ! ухахаха #метеорит #россия #челябинск ,Related - but not informative,Fri Feb 15 08:37:22 +0000 2013,train
124,302335846802137088,"самая гениальная версия была от пенсионерки – соседки , через 4 минуты после взрыва . да , это наркоманы какие – то #челябинск #метеорит #chelly ",Related - but not informative,Fri Feb 15 08:37:37 +0000 2013,train
125,302335972627054592,“ <USR> : video : here ' s footage of the apparent russian #meteorite . <URL> amazing video ,Related - but not informative,Fri Feb 15 08:38:07 +0000 2013,train
126,302337008599179264,<USR> reports on a russian meteor . ,Related - but not informative,Fri Feb 15 08:42:14 +0000 2013,train
127,302337151230693376,russian meteor explosion reportedly injures over 400 people <URL> ,Related and informative,Fri Feb 15 08:42:48 +0000 2013,train
128,302337545507840000,<URL> #russianmeteor sorry but this made me cry omg ,Related - but not informative,Fri Feb 15 08:44:22 +0000 2013,train
129,302337633584021504,russian meteor explosion reportedly injures over 400 people <URL> ,Related and informative,Fri Feb 15 08:44:43 +0000 2013,train
130,302337813934911488,#метеорит in russia ,Not applicable,Fri Feb 15 08:45:26 +0000 2013,train
131,302338115903819776,на китайском #таобао уже можно купить #метеорит или #астероид и отогнать злых духов <URL> ,Not related,Fri Feb 15 08:46:38 +0000 2013,train
132,302338795397869569,approfitto per ricordare che deep impact > > > armageddon #meteorite ,Related - but not informative,Fri Feb 15 08:49:20 +0000 2013,train
133,302339328087048192,figure out this can be a laugh ! ! ! <URL> united kingdom #meteorite ,Not related,Fri Feb 15 08:51:27 +0000 2013,train
134,302339852358279168,<URL> #meteorite lol . she got found in the act ! ,Not related,Fri Feb 15 08:53:32 +0000 2013,train
135,302340859008008192,"lenta . ru : россия : жириновский объяснил метеоритный дождь происками сша <URL> вот она , паранойя ! ) #метеорит ",Related - but not informative,Fri Feb 15 08:57:32 +0000 2013,train
136,302341265834508288,#meteorite <URL> i praise you here is your new linkup ,Related - but not informative,Fri Feb 15 08:59:09 +0000 2013,train
137,302341500719755265,at least 250 people injured in spectacular #russianmeteor shower - interior ministry <URL> <URL> . . . ,Related and informative,Fri Feb 15 09:00:05 +0000 2013,train
138,302341613965942785,meteor over russia contains 40% horse meteor . #russianmeteor ,Related - but not informative,Fri Feb 15 09:00:32 +0000 2013,train
139,302341702033764352,100 injured by ' russian ' meteor shower : a meteor streaked across the sky above russia ’ s ural mountains on frida . . . <URL> ,Related and informative,Fri Feb 15 09:00:53 +0000 2013,train
140,302341714612457472,"то , что сейчас происходит на урале - это просто жесть . #челябинск #метеорит ",Related - but not informative,Fri Feb 15 09:00:56 +0000 2013,train
141,302341802692841472,holy crap ! #meteorite crashes in russia and panic spreads as 150 - foot asteroid approaches earth <URL> ,Related and informative,Fri Feb 15 09:01:17 +0000 2013,train
142,302342129869524992,"shockwave at 0:13 , with lots of footage of panic / broken windows esp . towards the end : <URL> #russianmeteor ",Not applicable,Fri Feb 15 09:02:35 +0000 2013,train
143,302342536717017088,at least 250 people injured in spectacular #russianmeteor shower - interior ministry <URL> <URL> . . . ,Related and informative,Fri Feb 15 09:04:12 +0000 2013,train
144,302342700282306561,"мне сказали , что я в тренде как #russianmeteor нет . . . я пока в челябинске . ",Related - but not informative,Fri Feb 15 09:04:51 +0000 2013,train
145,302343270711848961,video : showing broken glass covering the ground as a building is evacuated after #russianmeteor <URL> ,Related and informative,Fri Feb 15 09:07:07 +0000 2013,train
146,302343497204236288,"ребята , еле отвел эту горящую штуку от #екб #екатеринбург в сторону #челябинск ",Related - but not informative,Fri Feb 15 09:08:01 +0000 2013,train
147,302344134738456576,появились кадры полета #метеорит ' а над костанаем . впечатляет . https://t.co/cxuuql0v #казахстан #костанай ,Related and informative,Fri Feb 15 09:10:33 +0000 2013,train
148,302344822625288192,meteor blast injures hundreds in russia <URL> #news #breaking ,Related and informative,Fri Feb 15 09:13:17 +0000 2013,train
149,302344860369829888,#meteorite #redeye <URL> now this is really f ' n crazy ! ,Not related,Fri Feb 15 09:13:26 +0000 2013,train
150,302344927461904385,listen to the audio on this video ! it makes me get goosebumps ! #russianmeteor https://t.co/8zggfbal ,Not applicable,Fri Feb 15 09:13:42 +0000 2013,train
151,302344977776791552,i have a post up with my prelim analysis on the #russianmeteor : <URL> ,Related and informative,Fri Feb 15 09:13:54 +0000 2013,train
152,302345481097449473,meteor hits russia ? holy shit ! ,Related - but not informative,Fri Feb 15 09:15:54 +0000 2013,train
153,302345531429097472,"из #мчс сообщили , что первые полтора часа в ведомстве не имели никакой информации . . . и только потом заглянули в твиттер #chelly #челябинск ",Related - but not informative,Fri Feb 15 09:16:06 +0000 2013,train
154,302345581756559360,update : more than 400 people injured in #russianmeteor shower - interior ministry <URL> #метеорит ,Related and informative,Fri Feb 15 09:16:18 +0000 2013,train
155,302345716003639296,meteor blast injures hundreds in russia <URL> via <USR> <USR> #news ,Related and informative,Fri Feb 15 09:16:50 +0000 2013,train
156,302345716003663872,meteor shower falls in russia injuring 400 people and bringing with it a ufo awaiting further news ,Related and informative,Fri Feb 15 09:16:50 +0000 2013,train
157,302345971864571905,ahahah i cannot breath ! ! ! ! #meteorite ,Not related,Fri Feb 15 09:17:51 +0000 2013,train
158,302346768778133504,yikes ! ! ! wish i wouldn ' t have watched armageddon this week . #russia #crazy #meteor #prayers ,Related - but not informative,Fri Feb 15 09:21:01 +0000 2013,train
159,302346907181780993,bbc news - meteor fall ' injures hundreds ' in central russia <URL> lots of youtube videos of this . impressive meteor fall ,Related and informative,Fri Feb 15 09:21:34 +0000 2013,train
160,302347033019314177,400 injured by blasts as meteor falls in russia <URL> ,Related and informative,Fri Feb 15 09:22:04 +0000 2013,train
161,302347255288057858,"я проснулась . сходила в душ , налила кофе , выкурила сигарету , почекала инстаграм , дошла до твиттера , а тут #челябинск #метеорит . . . ",Not related,Fri Feb 15 09:22:57 +0000 2013,train
162,302347372745330688,at least 250 people injured in spectacular meteor shower in russia - interior ministry <URL> <URL> . . . ,Related and informative,Fri Feb 15 09:23:25 +0000 2013,train
163,302347754422824960,"<USR> weiss nicht , ob das angebracht ist , wenn so viele leute umgekommen sind , wie zur zeit angenommen wird . #метеорит ",Not related,Fri Feb 15 09:24:56 +0000 2013,train
164,302347959964684288,новая тема для обсуждения #метеорит ,Not applicable,Fri Feb 15 09:25:45 +0000 2013,train
165,302348282921902080,wow ! ! ! ! ! ! ! ! ! ! ! ! a meteor crashes in russia ! incredible video ! <URL> more videos here : <URL> . . . ,Related and informative,Fri Feb 15 09:27:02 +0000 2013,train
166,302348777828794368,russia meteor shower <URL> ,Related and informative,Fri Feb 15 09:29:00 +0000 2013,train
167,302349037900800000,"the end of the world movies is always in the u . s . a , and here in russia meteor shower ",Related - but not informative,Fri Feb 15 09:30:02 +0000 2013,train
168,302349075649527809,can easily somebody clarify this kind of ? #meteorite canada https://t.co/5hvmr5ps ,Related - but not informative,Fri Feb 15 09:30:11 +0000 2013,train
169,302349184667877378,"kethoke #russianmeteor ki ngeri , koyok banaspati ngunu :-| ",Related - but not informative,Fri Feb 15 09:30:37 +0000 2013,train
170,302350065480130561,"ahhh , i like can ' t even sleep , apparently this #russianmeteor is unrelated to the one that ' s supposed to pass in a few hours ! :o ",Not related,Fri Feb 15 09:34:07 +0000 2013,train
171,302350623322554368,"massive meteor explodes over russia , generating sonic booms , filling the sky with smoke #omigod ",Related and informative,Fri Feb 15 09:36:20 +0000 2013,train
172,302350841434734592,meteor blast injures hundreds in russia <URL> ,Related and informative,Fri Feb 15 09:37:12 +0000 2013,train
173,302350841443143680,"so there was a meteor in russia , it won ' t be long till more hit us so ima tweet to hilary duff and hope for some response before i die ",Related - but not informative,Fri Feb 15 09:37:12 +0000 2013,train
174,302350929506750464,<URL> #russianmeteor now this is truly f ' n crazy ! ,Related - but not informative,Fri Feb 15 09:37:33 +0000 2013,train
175,302351135031832576,"<URL> it isn ' t dreadlocks , its rough fros . . anyways hello :) #russianmeteor ",Not related,Fri Feb 15 09:38:22 +0000 2013,train
176,302351470588723201,<URL> come with i told anyone lately i love you like crazy #russianmeteor ,Not related,Fri Feb 15 09:39:42 +0000 2013,train
177,302351785165721600,фото очевидца #челябинск #метеорит #chelly <URL> ,Related - but not informative,Fri Feb 15 09:40:57 +0000 2013,train
178,302352049385926656,"почитал , что про нас пишут американцы под хештегом #russianmeteor грустно , очень грустно . единицы поддержали нас добрым . . . ",Not related,Fri Feb 15 09:42:00 +0000 2013,train
179,302352640778567681,meteor blast injures four in southern russia <URL> #cnn ,Related and informative,Fri Feb 15 09:44:21 +0000 2013,train
180,302352762434379776,#russianmeteor 500 people injured in meteor in russia . <URL> #chelyabinsk #coverup #russia via <USR> ,Related and informative,Fri Feb 15 09:44:50 +0000 2013,train
181,302353194439299072,adults got me questioning where in considered the love . . . . ? #russianmeteor ,Not related,Fri Feb 15 09:46:33 +0000 2013,train
182,302353576125153280,примета : если российские футбольные клубы выигрывают в еврокубках три матча из трёх — жди #метеорит ,Not related,Fri Feb 15 09:48:04 +0000 2013,train
