id,text,tag,date,partition
e7f8bed3a68e405c933390fe79f8ac40,"Die Kanzlerin  ""verurteilt Menschen von oben herab, die sie gar nicht kennt"" , erklärte deren Fraktionschef in Brandenburg, Alexander Gauland.",noclaim,2015-01-01,train
f123c33ffbbd42e192e1619935db6a0e,"AfD-Chef Bernd Lucke sagte der Frankfurter Allgemeinen Zeitung, Merkel  ""stempelt die Menschen als fremdenfeindlich ab, ohne ihnen Gehör schenken zu wollen"" .",noclaim,2015-01-01,train
71f6b3dd99e94526bd0c1ebc3491fc65,"Zwei Drittel der Bundesbürger meinen laut einer Forsa-Umfrage, die Gefahr einer Islamisierung in Deutschland werde übertrieben dargestellt.",noclaim,2015-01-01,train
0a16c9dc7e5b4e9aaa5d041cbc709404,"29 Prozent sind der Auffassung, dass Pegida-Demonstrationen berechtigt sind.",noclaim,2015-01-01,train
30ab0482e6574ca6a15d67d6514c3ba0,KLAUS HILLENBRAND,noclaim,2015-01-01,train
78132530f481431483bc10b81c4676a5,"Danke, Frau Merkel   NEUJAHR   SEITE 2, 6      ""           Denn zu oft sind Vorurteile, ist Kälte, ja sogar Hass  in deren Herzen!""",noclaim,2015-01-01,train
9c43f66c87744b38833a39e268a09c65,"Es ist selbstverständlich,  dass wir Flüchtlingen helfen  und Menschen aufnehmen,  die bei uns Zuflucht suchen",claim,2015-01-01,train
5c4cf4c154c14c8a82f0bd3c5996dd13,"""Heute rufen manche montags wieder ‚Wir sind das Volk‘. Aber tatsächlich meinen sie: Ihr gehört nicht dazu – wegen eurer Hautfarbe oder eurer Religion""           ""Deshalb sage ich allen, die auf solche Demonstrationen gehen: Folgen Sie denen nicht, die dazu aufrufen!",claim,2015-01-01,train
202caf15b44d484f9ff2ed73996e5fd6,Die Bundeskanzlerin hat in ihrer TV-Ansprache den Pegida-Demonstranten die Leviten gelesen,claim,2015-01-01,train
3f9f9f31f2624186a8b1f2c4f82bfa8e,"Weil sie sich in ihrem Berliner Wahlkreis für die Unterbringung von Flüchtlingen einsetzt, erhält Pau seit Monaten Morddrohungen.",claim,2015-01-01,train
ecafd9cf60e74c88be8b5bd251fe6e25,Anfang Januar hatte sich der CDU-General mit dieser Idee noch eine Abfuhr von seinen Parteigranden geholt.,claim,2015-01-01,train
0fa0db5288aa46e8a938ab2f3bdecb77,Seine Fraktion hatte zu Jahresbeginn ein eigenes Konzept vorgelegt. Es sieht neben einem Punktesystem unter anderem eine Erleichterung des Familiennachzugs vor.,claim,2015-01-01,train
50f08891f7d3472096e3ab48035d937c,"Merkel forderte dazu auf, solche Demonstrationen nicht zu besuchen:  ""Folgen Sie denen nicht, die dazu aufrufen!",claim,2015-01-01,train
11541ecb2a8f4aa48eac403438809fb3,"Die Bundeskanzlerin warnt vor Pegida-Demonstrationen und nennt die Hilfe für Flüchtlinge  ""selbstverständlich""",claim,2015-01-01,train
d1514a1450724b99af41b3a5155eba88,"Wenn Sie sehen, wo wir zu Beginn des Jahres mit meinem Vorschlag für ein Einwanderungsgesetz standen und wo wir jetzt mit diesem Antrag stehen, dann ist das natürlich ein Kompromiss.",claim,2015-01-01,train
555dae7b6cd443648370bfaa43408713,In ihrer Neujahrsansprache hatte sie vor Islamfeinden gewarnt.,claim,2015-01-01,train
457024c9124e48f79e4ae9043f7f3cd0,"Zwar sprechen sich die Bayern in dem Papier auch für eine Ausweitung des Bleiberechts für junge Flüchtlinge aus, die sich über eine Ausbildung in den Arbeitsmarkt integrieren können.",claim,2015-01-02,train
3a04794bbb1b4c10840fe5cb62d2634d,In Deutschland leben derzeit mehr als 100.000 Geduldete.,noclaim,2015-01-02,train
d17d15bf076b42fd96de47c5f8be944f,"Damit sollen straffällige Ausländer, aber auch Menschen ohne Aufenthaltsberechtigung einfacher abgeschoben und mit Wiedereinreisesperren belegt werden können.",noclaim,2015-01-02,train
b4cef70b316d4d31944860b26199fa3b,Erst vor vier Wochen hatte die Bundesregierung eine Reform des Aufenthaltsrechts verabschiedet.,noclaim,2015-01-02,train
8c23642398e74e9c9722eb1ae79dadf5,"SPD-Generalsekretärin Yasmin Fahimi versicherte am Freitag, die Koalition werde das Recht  ""auf ein faires Verfahren""  nicht antasten.",noclaim,2015-01-02,train
6569c27b6ec34d8db5486110e4e11e34,"In vielen Fällen entscheide das Bundesamt zu Unrecht gegen die Flüchtlinge, weshalb diese erst in langen Gerichtsverfahren zu ihrem Recht kämen.",noclaim,2015-01-02,train
958a3a9492ce470fa386a5258d8ba0be,"Statt den Rechtsstaat aushöhlen zu wollen, seien die besten Mittel zur Beschleunigung von Asylverfahren mehr Entscheider beim Bundesamt für Migration und Flüchtlinge, sowie frühe Anhörungsverfahren.",noclaim,2015-01-02,train
f42a910bd59e43e7b6dcecc74e990826,"Volker Beck, innenpolitischer Sprecher der Grünen im Bundestag, erklärte:  ""Die CSU will mal wieder den starken Max markieren, aber riskiert die Verfassungswidrigkeit ihrer Vorschläge.""",noclaim,2015-01-02,train
6b57756e6bc44f74b638ceb1c74c2799,Seitens der Schwesterpartei CDU meldete sich Generalsekretär Peter Tauber zu Wort.ir brauchen dich‘ Das käme in Deutschland noch zu kurz.,noclaim,2015-01-02,train
f16e7e22e5594b0495ed95cde0868a2b,"Mit dieser Maßnahme würden  ""konsequente Rückführungen und Ausweisungen gezielt unterlaufen"" .",noclaim,2015-01-02,train
b09fc3b3cf694795b194d140c2e46c95,"Statt wie Angela Merkel für Mitmenschlichkeit gegenüber Asylsuchenden einzutreten, redet die CSU-Landesgruppe jenen das Wort, die sich politisch bei der europafeindlichen AfD und den fremdenfeindlichen Pegida-Aufmärschen zu Hause fühlen.",noclaim,2015-01-02,train
4bf48e7cdea0434e80112d97c98857d0,Der CSU-Vorstoß steht im Gegensatz zur Neujahrsansprache der Bundeskanzlerin und CDU-Vorsitzenden.,noclaim,2015-01-02,train
29aecaeed1984f3faab9dbc0cdc0fe77,Der Artikel 19 des Grundgesetzes garantiere auch jedem Flüchtling den Rechtsweg.,noclaim,2015-01-02,train
165e645a87a4432a83fa393f9c407669,"Als einfach gelagert gelten Fälle, bei denen die AntragstellerInnen bereits in einem anderen EU-Staat registriert wurden oder aus einem sogenannten sicheren Herkunftsstaat kommen.",noclaim,2015-01-02,train
f7f0371d23634d74936afa48a7d66033,"Schnellverfahren, wie sie die CSU vorschlage, stellten dies in Frage.",claim,2015-01-02,train
d2c9cf5340cf4c6a960581766d4063ed,"Derzeit gehören dazu die EU-Mitgliedsländer, Bosnien und Herzegowina, Mazedonien, Serbien, außerdem Ghana und Senegal.",noclaim,2015-01-02,train
39223e97ebf148779a73f7d015a555c7,Die CSU-Bundestagsabgeordneten wollen rigider gegen Asylbewerber vorgehen.,claim,2015-01-02,train
5e1339fb9ed54fe7b63556a581b8dcc0,Die Landesgruppe – also alle CSU-Bundestagsabgeordneten – befürwortet bei einfach gelagerten Fällen beschleunigte Abschiebungen.,claim,2015-01-02,train
09dd372e6b8d493b9497a6c80e6d9414,Künftig sollen demnach solche Verfahren binnen sechs Wochen rechtskräftig abgeschlossen werden; bisher dauern Asylverfahren in Deutschland durchschnittlich acht Monate.,claim,2015-01-02,train
5280ec59b07144a4803f2c6d97b0528d," In einem dpa-Interview sagte er, andere Länder hätten Deutschland voraus, dass sie Zuwanderern vermittelten: ‚Du bist einer von uns. Wir wollen, dass du dich zu unserem Land bekennst. ",claim,2015-01-02,train
026198b7d0de454fba6a124d4c351a0a, Im gleichen Atemzug jedoch verurteilen sie den Winterabschiebestopp in Thüringen und Schleswig-Holstein.,claim,2015-01-02,train
52120c165f034d6fb0c89719763e1e16,"Schneller abschieben   PEGIDA-FOLGEN SPD: nicht mit uns   Aus Berlin  ANJA MAIER  Kurz vor der am Mittwoch beginnenden Klausurtagung der CSU-Landesgruppe in Wildbad Kreuth ist bekannt geworden, womit die Christsozialen diesmal für maximale öffentliche Erregung sorgen wollen.",noclaim,2015-01-02,train
133b7d07f9084732a7841148e7fc95be,"2014 war es die Parole  ""Wer betrügt, der fliegt"" .",noclaim,2015-01-02,train
647b7e43588744e1bf0a61fdec789f20,2015 geht es in diesem Stil weiter.,noclaim,2015-01-02,train
40974a2089824df7b47fa560303951cc,Laut einer Beschlussvorlage spricht sich die Landesgruppe diesmal für Schnellverfahren bei Asylanträgen aus.,noclaim,2015-01-02,train
ad7cb2bad4fb42df80df7767d4bd8d7c,"""Wer aus rein wirtschaftlichen Gründen das Recht auf Asyl als Einwanderungsrecht missbraucht, muss Deutschland zügig wieder verlassen"" , heißt es in dem Papier.",claim,2015-01-02,train
d527a303e02c4c7fa80968aebf72d989,"Seit vielen Jahren wird darauf hingewiesen, dass diese Form der modernen Kolonial- und Ausbeutungspolitik durch die Großkonzerne zwangsweise zur riesigen Flächenverarmung führen muss, dass Europa eine Völkerwanderung in diesen Ausmaßen bevorsteht und dass die ausgebeuteten Völker an unsere Türen klopfen werden, und dies zu Recht.",noclaim,2015-01-03,train
b5b77afc1f634c3b83d9a9bef43e6894,"GEORG DOVERMANN, Bonn   Sie sind EU-BürgerInnen     betr.",noclaim,2015-01-03,train
bcc5c8b518a348888a92c8400d719e95,"Die EU in Brüssel täte gut daran, sich an die Wurzeln, neben der wirtschaftlichen Globalisierungspolitik, heranzumachen.",noclaim,2015-01-03,train
a2230bd324964804aaab5ea01decb933,Die Methoden der Schleuser haben zwischenzeitlich mafiosen Charakter angenommen.,noclaim,2015-01-03,train
c08bcb20a33d491db66a1335e51dc19d,"15   Die EU, vor allem die liberalen Kräfte sowie die Befürworter des Neoliberalismus und der Globalisierungspolitik können nicht sagen, sie haben davon nicht gewusst und sie seien nicht gewarnt worden.",noclaim,2015-01-03,train
7fee00ed8593442fb5cce206580b66ca,"Wenn man schon bei uns in Europa, speziell in der EU, nicht bereit und willig ist, die Ursachen der Massenwanderung aus der verarmten und ausgebeuteten afrikanischen Welt zu erkennen und zu beseitigen, sollte man sich überlegen, ob diese Schleusermethoden nicht als Verbrechen gegen die Menschlichkeit eingestuft werden sollten.",claim,2015-01-03,train
b16ade34bfbc4926b4fab1d35082d8ad,"STEFANI SCHALL-UHL, Heidenheim",noclaim,2015-01-03,train
bb2351bf889f42db9311ce08d7338665,LESERINNENBRIEFE   Sie haben es gewusst     betr.,noclaim,2015-01-03,train
1f85b0e6e949404e9a1eb6d554a9d2a0,"Auch täte sie der Menschheit etwas Besseres, wenn sie, anstatt kleine und mittlere Betriebe mit ewig neuen umfassenden kleinlichen Vorschriften zu traktieren, in den Ursprungsländern tätig würde.",claim,2015-01-03,train
be6672537aff47b3a70b7ecae1b451a5,"Da diese Grausamkeiten teilweise auf offener See praktiziert werden – die See ist in vieler Hinsicht ein rechtsfreier Raum –, sollten hier rigoros Prozesse vor dem Internationalen Strafgerichtshof in Den Haag verhandelt werden.",claim,2015-01-03,train
1b3fef4ebe0d4b6d9b7040e4b8e9b021,":  ""Auf den Spuren der Generation E"" , taz vom 3.",noclaim,2015-01-03,train
577e00c1103f4e6f84404c9e67c42e10,":  ""Ein äußerst lukratives Geschäft"" , taz vom 3.",noclaim,2015-01-03,train
b01cfe767d0546498e39b2d6c043f689,"15   Schon die einführenden Sätze gleich zu Anfang machen deutlich, was die  ""EU-Freizügigkeit""  bedeutet: 500 Millionen EU-Bürger sind, wenn sie in einem anderen EU-Mitgliedstaat leben und arbeiten, den dortigen Inländern weitgehend gleichgestellt, also die EU ist praktisch ein Wanderungsraum für eine halbe Milliarde Menschen.",noclaim,2015-01-03,train
92e19fb6a2bf4d6c90e918fa42acffa5,"Aber zynisch könnte ich ja auch feststellen, dass eine Weltoffenheit in die engen und verfilzten Täler der Alpen und Voralpen nicht hineinpasst und der Feudalismus der Großbauern und Sägemühlenbesitzer noch fröhliche Urständ feiert.",noclaim,2015-01-03,train
e10d12e16ec749b38647339ea2d91eb6,"Sie sind EU-Bürger, die von einem europäischen Grundrecht Gebrauch machen.",noclaim,2015-01-03,train
a3560acd02da4f2f8ced300b61a37797,15   Wieso danke?,noclaim,2015-01-03,train
8dca05a8cb114ae3b7076fe2af7f830c,"Frau Merkel ist doch strategisch dann zur Stelle, wenn sie auf Mehrheiten hoffen kann.",noclaim,2015-01-03,train
c7f3b0b488a94fb480aadbc9ed2fc66d,"Ist es da angebracht im Bezug auf die Südeuropäer, wenn sie nach Deutschland kommen, noch – wie in den Artikeln und auch sonst in der Berichterstattung – von  ""Ausländern""  zu sprechen?",noclaim,2015-01-03,train
9d661b141e984b149fb86af970e55445,"Wie wäre es, liebe Frau Merkel, wenn Sie sich einmal mit den geistigen Haltungen eines Voltaire beschäftigen würden?",noclaim,2015-01-03,train
6fd7a396df64447dbdbb364afe7ba544,"Ihr Outfit ist elegant, so what?",noclaim,2015-01-03,train
4a06dfb214af42abaae22530883abe0a,"Schön aber ist es, wenn Sie im ritualisierten Lob unserer WM-Jungs doch tatsächlich die Frauen-Fußballmannschaft erwähnen.",noclaim,2015-01-03,train
874e32de7c64437fb5925cb6596914df,"KLAUS-G. WALTHER, Reinbek   Verstoß gegen Grundgesetz     betr.",noclaim,2015-01-03,train
2435587f18b04acebb07fc97db7ee712,":  ""Schneller abschieben"" , taz vom 3.",noclaim,2015-01-03,train
2a6dd53ee14f4f1e85b95e3eb9b3058b,15   Da setzt sich die Kanzlerin endlich hin und bezieht tatsächlich Stellung gegen die Parolen der Pegida und erntet Lob dafür.,noclaim,2015-01-03,train
a5fff74fccb141058a6bee29731e95f9,"Wobei ich persönlich glaube, sie hat mit dieser Stellungnahme so lange gewartet, bis sie sicher sein konnte, der Mehrheit anzugehören, und dann kommen die Bundestagsabgeordneten der  ""christlichen""  CSU daher und werben ganz offen für Verstöße gegen das Grundgesetz beim Umgang mit Antragstellern für Asyl.",noclaim,2015-01-03,train
06ca1bf15e4a46ab9c8356865183d28b,"Da diese Abgeordneten nur in Bayern gewählt werden können, frage ich mich allen Ernstes, wie hält es die bayerische Bevölkerung generell mit dem Grundgesetz der Bundesrepublik?",noclaim,2015-01-03,train
cebe0fd51b614adfa9ecf43a0b0353fe,"Und wenn die Gesellschaft schon betrogen wird (wer betrügt fliegt), dann aber nur von christsozialen Politikern.",noclaim,2015-01-03,train
b222d69c271542a0bf15abf93196a83a,"ALBERT WAGNER, Bochum   Unerträgliches Phänomen     betr.",noclaim,2015-01-03,train
d66dc009ab6c4c22b7317572b631a5b5,":  ""Das Letzte"" , taz vom 29.",noclaim,2015-01-03,train
267b1c6cc8674ee5b9a707fc41bb0e56,12.,noclaim,2015-01-03,train
50b7e3e4a09e4966b9056a70d40420bd,"14   Lieber Josef, zunächst mal vielen Dank für die tolle Kolumne zur Frage, ob man über Pegida Witze machen darf.",noclaim,2015-01-03,train
50614fb612dd4aa4928c44f34232a8d9,"Du hast mir mit Deinen Worten dermaßen aus der Seele gesprochen, wie es noch niemand sonst seit den vielen Veröffentlichungen von Kommentaren über dieses unsägliche und unerträgliche Phänomen geschafft hat.",noclaim,2015-01-03,train
f17e732fe55b462abfb94738d64062ba,"Ja und dann einfach ein großes Danke für Deine vielen anderen Kolumnen, die ich stets gerne gelesen habe und die ich nun sicher vermissen werde!",noclaim,2015-01-03,train
6bee373a290d45f8ac622bc93199149e,"Schade, dass Du aufhörst.",noclaim,2015-01-03,train
f0a33fc04ebd4bef9c73d7bb8cdd38fc,"Alles Gute für Dich, nicht nur fürs neue, sondern für alle kommenden Jahre.",noclaim,2015-01-03,train
2cb3f26cd75e4b6ab6d02e153fa77c48,Ade!,noclaim,2015-01-03,train
b904e52f069447f5b1fe906b04efaf1c,":  ""Danke, Frau Merkel"" , taz vom 2.",noclaim,2015-01-03,train
b02af4dba28c4225b63dff069c87bd72,betr.,noclaim,2015-01-03,train
b935bf6309724795b27614611dc439c3,Als friedlich studierender 68er Student und heutiger Freidenker überzeugt mich Merkels Haltung kaum.,noclaim,2015-01-03,train
d041d06be3a749158b644182558ea5b8,"Sie sind – wie wir – Bürger einer Europäischen Union, die sich irgendwo zwischen Staatenbund und Bundesstaat in ihrem Entwicklungsstand befindet.",noclaim,2015-01-03,train
7a274f699b5146d5b4e505603d20cfd0,"Das Begriffspaar  ""Ausländer – Deutscher""  bildet diese Realität nicht ab, es ist insofern überholt.",noclaim,2015-01-03,train
9ee14058f0294692ac15ab819d888b4e,"MARTIN LEDER, Dresden   Elegantes Outfit, so what?",noclaim,2015-01-03,train
2bf36790af9b4d159cf5ec060e2d75a6,"Also bitte: nächstes Mal zumindest  ""ausländische Unionsbürger"" , wenn es um spanische, polnische oder italienische Zuwanderer geht!",noclaim,2015-01-03,train
687c94bb4f534476892b10968e212ac2,Immer wieder fallen die Rechten aus dem Ruhrgebiet durch Aktionen mit eindeutigem Bezug zum Nationalsozialismus auf.,noclaim,2015-01-04,train
9e223a138b2c4d6897c6b0f70f8ae7c9,Dezember.,noclaim,2015-01-04,train
2c39acdbed0047ef8fb2bec61fbd1309,Die Abkürzung NSDAP war eine bewusst gesetzte Provokation.,noclaim,2015-01-04,train
c6fc420534a84d13bb3a5c06dd99b1d7,"Zudem verhöhnten sie Opfer neonazistischer Angriffe, darunter Mehmet Kubasik, der vom NSU ermordet wurde.",noclaim,2015-01-04,train
f67bdfdf6a5f42f5a84624775664fb69,Das Holocaust-Opfer Anne Frank wurde verhöhnt.,noclaim,2015-01-04,train
90bed801edbf471cbd9ecb51907b40c2,Die Polizei schritt nicht ein.,noclaim,2015-01-04,train
50f2c639e27b408b8461a524c6f2bca6,"Nach einer erneuten Nazikundgebung am Samstag wollten Mitglieder des Bündnisses BlockaDO, das in Dortmund den Protest gegen Neonazis organisiert, eine spontane Kundgebung vor dem angegriffenen Mahnmal abhalten.",noclaim,2015-01-04,train
512037795c4245d1acd6b187bffe9e4c,"Doch die Dortmunder Polizei sah keinen Grund, eine solche Anmeldung zu akzeptieren.",noclaim,2015-01-04,train
64614696a909471ebe5396dd56be1c0a,"Der Polizei fehle  ""jegliches politisches Einschätzungsvermögen"" .",noclaim,2015-01-04,train
0d889b7ef17e4ad8964c12d5e1b02751,"""Wer Stimmung gegen Flüchtlinge macht und damit ein Klima der Intoleranz schafft, trägt dazu bei, dass so etwas passiert"" , sagte er.",noclaim,2015-01-04,train
1825e8befb064d63a22e68bcea43d787,SEBASTIAN WEIERMANN,noclaim,2015-01-04,train
d510c2e5b8eb4a01b555c7292bde40fd,Die Gesellschaft müsse sich entschlossen gegen diese Stimmungsmache wehren.,claim,2015-01-04,train
448d4f57a7114a6da717dee2fa3f95d1," Es müsse  ""von staatlicher Seite alles getan werden, um die Schuldigen zu finden"" .",claim,2015-01-04,train
4015f8f570da41fb8481cae9b3de118a,"Zeitgleich will  ""Bärgida""  (Berlin) von der Klosterstraße aus zum Brandenburger Tor losmarschieren.",claim,2015-01-04,train
8e179e6cb41b446bba3b64064f119f94,"Heute ab 18.30 Uhr wollen die  ""Patriotischen Europäer""  erneut in Dresden demonstrieren.",claim,2015-01-04,train
511ba474291e4c9fa9269c1817e85b75,"Und man mag sich angesichts der Neigung zur Xenophobie oder ihrer Latenz auch gar nicht wünschen, dass sich das emotionale Magma in eine  ""rational""  kalkulierte Strategie transformiert und Populisten regierungsfähig werden – wie in Budapest, Antwerpen und Moskau, vielleicht bald auch in Paris und Wien.",claim,2015-01-04,train
d0cb225788a749fb8942956f6746f964,"Iris Bernert-Leushacke, Anmelderin der Kundgebung, bewertet die Ablehnung als  ""Unding"" .",noclaim,2015-01-04,train
f363d0772bba45809d756f8940f86001,"Im Sommer 2012 wurde ihre Gruppe  ""Nationaler Widerstand Dortmund""  vom NRW-Innenministerium verboten.",noclaim,2015-01-04,train
6774afb58d404f8c94745b078c1046a2,"Schleswig-Holsteins SPD-Chef Ralf Stegner sagte den Lübecker Nachrichten, die Tat in Grabau sei  ""aufs Schärfste zu verurteilen"" .Stegner, der auch SPD-Bundesvize ist, gab der Anti-Islam-Bewegung Pegida eine Mitschuld.",noclaim,2015-01-04,train
2a688528c0914705b04b383177a6a9c2,Die Nachbarn pflegten ein gutes Verhältnis zu ihnen und böten Deutschkurse an.,noclaim,2015-01-04,train
d4bcafe11e7249f8b7bc676a73c74d69,Die Neonazi-Szene in Dortmund genießt bundesweite Berühmtheit.,noclaim,2015-01-04,train
6c0cf0dcde9b4b7389ecf9f769153f59,"Eine solche Anmeldung war laut Einschätzung der Polizei nicht zulässig, da das Thema Antisemitismus zu allgemein sei und Attacken auf ein Holocaust-Mahnmal schon länger als 48 Stunden zurücklägen.",noclaim,2015-01-04,train
8c1483aeb62249a8a2f5e371796352a9,Polizei verbietet Gegendemo   DORTMUND taz | Rund 50 Neonazis haben am Sonnabend in der migrantisch geprägten Nordstadt in Dortmund demonstriert.,noclaim,2015-01-04,train
45c552dac1774e0f84ec9ba233895d98,"Nazi-Kundgebung in Dortmund   AUFMARSCH Rechte nennen sich  ""Neue, Sachliche Und Demokratische Aktivisten Partei""  und tragen ein NSDAP-Transparent.",noclaim,2015-01-04,train
8dc37efcaff149bca387d58dff71347a,"Eine Kundgebung gegen Antisemitismus, die ein lokales Anti-Nazi-Bündnis spontan anmelden wollte, wurde dagegen von der Polizei untersagt.",claim,2015-01-04,train
4bc6c13330b94018a6c5fceb156a8cb2,"Daraufhin organisierten sie sich in der Kleinstpartei  ""Die Rechte"" .",noclaim,2015-01-04,train
d7bcbacd630b4d24bb70977b0d72b133,"Unter dem Dach der  ""Rechten""  schafften die Neonazis den Einzug in den Dortmunder Stadtrat.",noclaim,2015-01-04,train
b561bb28a0764709a5268e3fa645a04f,Die Ratsarbeit der Neonazis ist bisher von Provokationen geprägt.,noclaim,2015-01-04,train
d7f6134e7b25449288c28d0d29f62ff9,"Im vergangenen November wollte ihr Ratsherr Dennis Giemsch wissen, wie viele Jüdinnen und Juden in der Stadt leben, wie diese sich auf die einzelnen Stadtteile aufteilen und ob es finanzielle Förderungen von der Stadt für jüdische Einrichtungen gebe.",noclaim,2015-01-04,train
eccfa88c42554af5bc444146aeb2c8ba,"Giemsch begründete die Anfrage damit, dass dies für die politische Arbeit der neonazistischen Partei notwendig sei.",noclaim,2015-01-04,train
2a0b133a12994f9f8b8bd51bc0e4804b,Rund um Weihnachten starteten die Neonazis die nächste Provokationsserie.,noclaim,2015-01-04,train
d840844a87014675a6c4205f6d79f0c3,Sechs Mal versammelten sie sich zwischen dem 21. und 31.,noclaim,2015-01-04,train
ddf4590a13804466871959ed68984c14,Rauchbombe in Heim   SCHLESWIG-HOLSTEIN Polizei schließt allerdings fremdenfeindlichen Angriff auf Asylbewerber aus   GRABAU dpa | Nach dem Wurf einer Rauchpatrone in ein Asylbewerberheim in Grabau bei Bad Oldesloe in Schleswig-Holstein ermittelt die Polizei die Hintergründe der Tat.,noclaim,2015-01-04,train
17952b34238a492abbba9359d81e165c,Die Staatsanwaltschaft Lübeck setzte laut Polizei 5.000 Euro Belohnung für Hinweise auf den oder die Täter aus.,noclaim,2015-01-04,train
0d8d006f7be848c4b6d835e990cc89af,"Für einen fremdenfeindlichen Hintergrund gebe es jedoch bislang keine Anhaltspunkte, sagte der Leiter der Polizei Bad Oldesloe, Wolf Rüdiger Trasz.",noclaim,2015-01-04,train
abe16c71f9df48ea967f0feecdb16d86,"Am Freitagabend hatten sechs Bewohner des Flüchtlingsheims ihre Unterkunft wegen starker Rauchentwicklung verlassen müssen, nachdem Unbekannte im Treppenhaus des Heims einen sogenannten Nebeltopf gezündet hatten.",noclaim,2015-01-04,train
5b65a596153f4c16be4224be8973bc16,"Innenstaatssekretärin Manuela Söller-Winkler sprach von einem tragischen Vorfall, der Menschen widerfahren sei, die Schutz vor Krieg und Verfolgung suchen.",noclaim,2015-01-04,train
cb5b24d4f94f4119ad7b3697134a7b4f,"Grabaus Bürgermeister Hans-Joachim Wendt betonte, in der Gemeinde habe es noch nie Probleme mit den Flüchtlingen gegeben.",noclaim,2015-01-04,train
13aef84265ad43a2bfb1a61bab429426,Die Flüchtlinge lobten die Freundlichkeit und Hilfsbereitschaft ihrer deutschen Nachbarn.,noclaim,2015-01-04,train
139a8bec7fe44f238327caa512b9e363,"Dabei führten sie ein Transparent mit, auf dem sie sich als  ""Neue, Sachliche Und Demokratische Aktivisten Partei""  bezeichneten.",noclaim,2015-01-04,train
e4ad3e6e9d0e46f3b17c636015d887c9,In Hamburg haben sich seit Freitag bereits ca.,noclaim,2015-01-05,train
67c3e93e47de4e4791ba52b4ee6a9f23,Man müsse die Pegida-Proteste ernst nehmen – mit diesen Worten eröffnete der Berliner Migrationsforscher Werner Schiffauer am Montag in Berlin seine Pressekonferenz mit zwei Kollegen,claim,2015-01-05,train
